E_Q9BLI1	ensembl134518/low_complexity	TRASDJ PROTEIN (FRAGMENT).
BTSAT1	Satellite/Centromeric  
autorepeat_8209	ciona_repeat
L1MDb_5end	LINE/L1
LTR19-int	LTR/ERV1 mer4 group
autorepeat_8210	ciona_repeat
autorepeat_8211	ciona_repeat
autorepeat_8212	ciona_repeat
autorepeat_8213	ciona_repeat
autorepeat_8214	ciona_repeat
autorepeat_8215	ciona_repeat
autorepeat_8216	ciona_repeat
autorepeat_8217	ciona_repeat
autorepeat_8218	ciona_repeat
autorepeat_8219	ciona_repeat
4.5SRNA	scRNA
181_base_approx_tandem_repeat	ciona_repeat
E_Q963X3	ensembl20181/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
ATHILA4C_I	LTR/Gypsy
autorepeat_8220	ciona_repeat
autorepeat_8221	ciona_repeat
autorepeat_8222	ciona_repeat
autorepeat_8223	ciona_repeat
autorepeat_8224	ciona_repeat
autorepeat_8225	ciona_repeat
autorepeat_8226	ciona_repeat
autorepeat_8227	ciona_repeat
HAL1	LINE/L1
autorepeat_8228	ciona_repeat
autorepeat_8229	ciona_repeat
PRIMA4-int	LTR/ERV1
E_Q9FYJ4	ensembl19109/trans	F17F8.5.
autorepeat_8230	ciona_repeat
autorepeat_8231	ciona_repeat
autorepeat_8232	ciona_repeat
autorepeat_8233	ciona_repeat
autorepeat_8234	ciona_repeat
autorepeat_8235	ciona_repeat
autorepeat_8236	ciona_repeat
autorepeat_8237	ciona_repeat
SINE_SM	SINE/Salmon (Prosopium spilonotus)
autorepeat_8238	ciona_repeat
autorepeat_8239	ciona_repeat
L1M2a1_5end	LINE/L1
GGLTR1	LTR/ERV
GGLTR2	LTR/ERV
SATR1	Satellite
SATR2	Satellite
E_Q83169	ensembl9177/trans	REVERSE TRANSCRIPTASE.
Samurai_I	LTR/Gypsy (unchanged)
(CACTA)n	Simple_repeat
autorepeat_8240	ciona_repeat
autorepeat_8241	ciona_repeat
autorepeat_8242	ciona_repeat
autorepeat_8243	ciona_repeat
autorepeat_8244	ciona_repeat
autorepeat_8245	ciona_repeat
autorepeat_8246	ciona_repeat
autorepeat_8247	ciona_repeat
autorepeat_8248	ciona_repeat
autorepeat_8249	ciona_repeat
ATCOPIA61_I	LTR/Copia
autorepeat_8250	ciona_repeat
ATCOPIA29_LTR	LTR/Copia
autorepeat_8251	ciona_repeat
autorepeat_8252	ciona_repeat
autorepeat_8253	ciona_repeat
autorepeat_8254	ciona_repeat
autorepeat_8255	ciona_repeat
autorepeat_8256	ciona_repeat
autorepeat_8257	ciona_repeat
autorepeat_8258	ciona_repeat
autorepeat_8259	ciona_repeat
(CGGGGG)n	Simple_repeat
tRNA-Thr-ACA	tRNA 
HPAI	SINE/Salmon (Oncorhynchus nerka)
tRNA-Thr-ACG	tRNA 
DIVER_LTR	LTR/PAO
autorepeat_7600	ciona_repeat
autorepeat_7601	ciona_repeat
autorepeat_7602	ciona_repeat
autorepeat_7603	ciona_repeat
E_Q9AXI7	ensembl9513/trans	PUTATIVE POL3-LIKE REVERSE TRANSCRIPTASE.
autorepeat_7604	ciona_repeat
autorepeat_8260	ciona_repeat
ORR1A-int	LTR/MaLR
autorepeat_7605	ciona_repeat
autorepeat_8261	ciona_repeat
autorepeat_7606	ciona_repeat
autorepeat_8262	ciona_repeat
tRNA-Thr-ACT	tRNA
autorepeat_7607	ciona_repeat
autorepeat_8263	ciona_repeat
autorepeat_7608	ciona_repeat
autorepeat_8264	ciona_repeat
ATCOPIA88_I	LTR/Copia
autorepeat_7609	ciona_repeat
autorepeat_8265	ciona_repeat
autorepeat_8266	ciona_repeat
autorepeat_8267	ciona_repeat
autorepeat_8268	ciona_repeat
tRNA-Thr-ACY	tRNA 
autorepeat_8269	ciona_repeat
ZMGYPSYX1_ZM	LTR/Gypsy 
BMSAT1	Other/Satellite  
Thr.AGT	tRNA 
SINE_VV	SINE/Vicugna
TABOR_I	LTR/Gypsy
INVADER2_LTR	LTR/Gypsy
autorepeat_7610	ciona_repeat
autorepeat_7611	ciona_repeat
autorepeat_7612	ciona_repeat
autorepeat_7613	ciona_repeat
MADE1	DNA/Mariner 10-11%
autorepeat_7614	ciona_repeat
autorepeat_8270	ciona_repeat
autorepeat_7615	ciona_repeat
autorepeat_8271	ciona_repeat
autorepeat_7616	ciona_repeat
autorepeat_8272	ciona_repeat
autorepeat_7617	ciona_repeat
autorepeat_8273	ciona_repeat
E_Q9XEM4	ensembl25298/trans	POLYPROTEIN.
autorepeat_7618	ciona_repeat
autorepeat_8274	ciona_repeat
autorepeat_7619	ciona_repeat
autorepeat_8275	ciona_repeat
autorepeat_8276	ciona_repeat
autorepeat_8277	ciona_repeat
autorepeat_8278	ciona_repeat
MYSPL-internal	LTR/Retroviral  
autorepeat_8279	ciona_repeat
DMGYPF1A	DNA
autorepeat_7620	ciona_repeat
autorepeat_7621	ciona_repeat
autorepeat_7622	ciona_repeat
autorepeat_7623	ciona_repeat
autorepeat_7624	ciona_repeat
autorepeat_8280	ciona_repeat
autorepeat_7625	ciona_repeat
autorepeat_8281	ciona_repeat
autorepeat_7626	ciona_repeat
autorepeat_8282	ciona_repeat
autorepeat_7627	ciona_repeat
autorepeat_8283	ciona_repeat
autorepeat_7628	ciona_repeat
autorepeat_8284	ciona_repeat
autorepeat_7629	ciona_repeat
autorepeat_8285	ciona_repeat
autorepeat_8286	ciona_repeat
autorepeat_8287	ciona_repeat
DMHFL1	DNA
autorepeat_8288	ciona_repeat
autorepeat_8289	ciona_repeat
autorepeat_7630	ciona_repeat
autorepeat_7631	ciona_repeat
autorepeat_7632	ciona_repeat
autorepeat_7633	ciona_repeat
autorepeat_7634	ciona_repeat
autorepeat_8290	ciona_repeat
autorepeat_7635	ciona_repeat
autorepeat_8291	ciona_repeat
autorepeat_7636	ciona_repeat
autorepeat_8292	ciona_repeat
autorepeat_7637	ciona_repeat
autorepeat_8293	ciona_repeat
autorepeat_7638	ciona_repeat
autorepeat_8294	ciona_repeat
autorepeat_7639	ciona_repeat
autorepeat_8295	ciona_repeat
autorepeat_8296	ciona_repeat
autorepeat_8297	ciona_repeat
autorepeat_8298	ciona_repeat
gi|1381117|gb|L78802.1|MSQTNCDSB	DNA
autorepeat_8299	ciona_repeat
E_Q9DAF3	ensembl63138/trans	1700011N24RIK PROTEIN.
ORSL	DNA/AcHobo  21% div, 8 bp dups
gi|11612475|gb|AF294488.1|AF294488	DNA
TXZ19	DNA/Tc1
autorepeat_7640	ciona_repeat
autorepeat_7641	ciona_repeat
autorepeat_7642	ciona_repeat
autorepeat_4300	ciona_repeat
autorepeat_7643	ciona_repeat
autorepeat_4301	ciona_repeat
autorepeat_7644	ciona_repeat
(CAATT)n	Simple_repeat
autorepeat_4302	ciona_repeat
autorepeat_7645	ciona_repeat
autorepeat_4303	ciona_repeat
autorepeat_7646	ciona_repeat
autorepeat_4304	ciona_repeat
autorepeat_7647	ciona_repeat
autorepeat_4305	ciona_repeat
autorepeat_7648	ciona_repeat
ERV2-LTR_DR	LTR/ERV
autorepeat_7649	ciona_repeat
autorepeat_4306	ciona_repeat
autorepeat_4307	ciona_repeat
autorepeat_4308	ciona_repeat
ATCOPIA55_I	LTR/Copia
ATCOPIA20I	LTR/Copia 
NOMAD_I	LTR/Gypsy
autorepeat_4309	ciona_repeat
PMR66	Other
(CAGAG)n	Simple_repeat
KORV_I	LTR/Koala
157113..117225	DNA
autorepeat_7650	ciona_repeat
autorepeat_7651	ciona_repeat
autorepeat_7652	ciona_repeat
autorepeat_4310	ciona_repeat
autorepeat_7653	ciona_repeat
autorepeat_4311	ciona_repeat
autorepeat_7654	ciona_repeat
autorepeat_4312	ciona_repeat
autorepeat_7655	ciona_repeat
autorepeat_4313	ciona_repeat
autorepeat_7656	ciona_repeat
autorepeat_4314	ciona_repeat
autorepeat_7657	ciona_repeat
autorepeat_4315	ciona_repeat
autorepeat_7658	ciona_repeat
autorepeat_4316	ciona_repeat
autorepeat_7659	ciona_repeat
autorepeat_4317	ciona_repeat
autorepeat_4318	ciona_repeat
ATCOPIA21I	LTR/Copia 
autorepeat_4319	ciona_repeat
DM176	LTR/Gypsy Drosophila melanogaster element 17.6.
autorepeat_7660	ciona_repeat
autorepeat_7661	ciona_repeat
autorepeat_7662	ciona_repeat
autorepeat_4320	ciona_repeat
autorepeat_7663	ciona_repeat
ATCOPIA87LTR	LTR/Copia
L1_BT	LINE/L1  
autorepeat_4321	ciona_repeat
autorepeat_7664	ciona_repeat
159496	DNA
autorepeat_4322	ciona_repeat
autorepeat_7665	ciona_repeat
autorepeat_4323	ciona_repeat
autorepeat_7666	ciona_repeat
autorepeat_4324	ciona_repeat
autorepeat_7667	ciona_repeat
autorepeat_4325	ciona_repeat
autorepeat_7668	ciona_repeat
autorepeat_4326	ciona_repeat
autorepeat_7669	ciona_repeat
autorepeat_4327	ciona_repeat
autorepeat_4328	ciona_repeat
ATCOPIA22I	LTR/Copia
autorepeat_4329	ciona_repeat
ATHILA2_LTR	LTR/Gypsy
PMR89	Other
gi|5804809|emb|AJ006561.1|AME6561	DNA
L1_CC	LINE/L1
L1_CP	LINE/L1
autorepeat_7670	ciona_repeat
autorepeat_7671	ciona_repeat
autorepeat_7672	ciona_repeat
autorepeat_7673	ciona_repeat
autorepeat_4330	ciona_repeat
autorepeat_7674	ciona_repeat
autorepeat_4331	ciona_repeat
BHIKHARI_LTR	LTR
autorepeat_7675	ciona_repeat
autorepeat_4332	ciona_repeat
autorepeat_7676	ciona_repeat
autorepeat_4333	ciona_repeat
autorepeat_7677	ciona_repeat
autorepeat_4334	ciona_repeat
autorepeat_7678	ciona_repeat
autorepeat_4335	ciona_repeat
autorepeat_7679	ciona_repeat
autorepeat_4336	ciona_repeat
autorepeat_4337	ciona_repeat
autorepeat_4338	ciona_repeat
autorepeat_4339	ciona_repeat
HERVL18	LTR/ERVL  LTR18
E_Q9TYN7	ensembl4813/trans	Y39F10A.4 PROTEIN.
E_Q9C4A2	ensembl20800/low_complexity	POL-LIKE PROTEIN POL-2.
ATTIRX1A	DNA
ATTIRX1B	DNA
autorepeat_7680	ciona_repeat
ATTIRX1C	DNA
autorepeat_7681	ciona_repeat
ATTIRX1D	DNA
autorepeat_7682	ciona_repeat
autorepeat_7683	ciona_repeat
autorepeat_4340	ciona_repeat
autorepeat_7684	ciona_repeat
autorepeat_4341	ciona_repeat
E_Q46666	ensembl7536/trans	REVERSE TRANSCRIPTASE.
autorepeat_7685	ciona_repeat
autorepeat_1000	ciona_repeat
autorepeat_4342	ciona_repeat
autorepeat_7686	ciona_repeat
autorepeat_1001	ciona_repeat
autorepeat_4343	ciona_repeat
Charlie10	DNA/MER1_type (MER5) 22.5% kimura
autorepeat_7687	ciona_repeat
autorepeat_1002	ciona_repeat
autorepeat_4344	ciona_repeat
Charlie11	DNA/MER1_type  incomplete termini (just too diverged to handle); gave rise to Buster 3; copies 25% diverged from consensus: average Kimura substitution level is >30% (excluding Buster3 which shows 16% substitution level in the coding region); 
autorepeat_7688	ciona_repeat
autorepeat_1003	ciona_repeat
autorepeat_4345	ciona_repeat
Charlie12	DNA/MER1 Autonomous elements that gave rise to MER30 elements. Only two copies in genome (on 2q37.3 and 7q22.1). Reconstructed from these; only MER30-like sequences are consensus. Product >55% similar to Charlie8. See Charlie12_GG in chicken.lib (March 2002)
autorepeat_7689	ciona_repeat
autorepeat_1004	ciona_repeat
autorepeat_4346	ciona_repeat
autorepeat_1005	ciona_repeat
autorepeat_4347	ciona_repeat
autorepeat_4348	ciona_repeat
ATCOPIA24I	LTR/Copia
autorepeat_1006	ciona_repeat
autorepeat_4349	ciona_repeat
autorepeat_1007	ciona_repeat
autorepeat_1008	ciona_repeat
E_Q963Z4	ensembl7726/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
L1M2_5end	LINE/L1
autorepeat_1009	ciona_repeat
(GAAA)n	Simple_repeat
(CACAA)n	Simple_repeat
autorepeat_7690	ciona_repeat
autorepeat_7691	ciona_repeat
ATDNA1T9A	DNA/MuDR
autorepeat_7692	ciona_repeat
autorepeat_4350	ciona_repeat
autorepeat_7693	ciona_repeat
autorepeat_4351	ciona_repeat
autorepeat_7694	ciona_repeat
autorepeat_4352	ciona_repeat
autorepeat_1010	ciona_repeat
autorepeat_7695	ciona_repeat
E_Q06035	ensembl83761/trans	GAG,PROTEASE,ENDONUCLEASE, REVERSE TRANSCRIPTASE,RNASEH.
autorepeat_4353	ciona_repeat
autorepeat_1011	ciona_repeat
autorepeat_7696	ciona_repeat
autorepeat_4354	ciona_repeat
autorepeat_1012	ciona_repeat
autorepeat_7697	ciona_repeat
autorepeat_4355	ciona_repeat
autorepeat_1013	ciona_repeat
autorepeat_7698	ciona_repeat
autorepeat_4356	ciona_repeat
autorepeat_1014	ciona_repeat
autorepeat_7699	ciona_repeat
HARBINGERN1_DR	DNA
autorepeat_4357	ciona_repeat
autorepeat_4358	ciona_repeat
autorepeat_1015	ciona_repeat
autorepeat_4359	ciona_repeat
autorepeat_1016	ciona_repeat
ATCOPIA25I	LTR/Copia
autorepeat_1017	ciona_repeat
autorepeat_1018	ciona_repeat
autorepeat_1019	ciona_repeat
HERVL32	LTR/ERVL  LTR32 17% div
(CTATA)n	Simple_repeat
Charlie1a	DNA/MER1_type 22%
Charlie1b	DNA/MER1_type  22%
autorepeat_3700	ciona_repeat
autorepeat_3701	ciona_repeat
autorepeat_3702	ciona_repeat
autorepeat_3703	ciona_repeat
autorepeat_4360	ciona_repeat
autorepeat_3704	ciona_repeat
autorepeat_4361	ciona_repeat
autorepeat_3705	ciona_repeat
autorepeat_4362	ciona_repeat
autorepeat_3706	ciona_repeat
autorepeat_1020	ciona_repeat
E_Q946T5	ensembl21191/low_complexity	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_4363	ciona_repeat
autorepeat_3707	ciona_repeat
autorepeat_1021	ciona_repeat
autorepeat_4364	ciona_repeat
autorepeat_3708	ciona_repeat
autorepeat_1022	ciona_repeat
ATCOPIA49_I	LTR/Copia
autorepeat_4365	ciona_repeat
autorepeat_3709	ciona_repeat
autorepeat_1023	ciona_repeat
autorepeat_4366	ciona_repeat
autorepeat_4367	ciona_repeat
autorepeat_1024	ciona_repeat
autorepeat_4368	ciona_repeat
autorepeat_1025	ciona_repeat
autorepeat_4369	ciona_repeat
autorepeat_1026	ciona_repeat
ATCOPIA26I	LTR/Copia
E_Q963Y4	ensembl7720/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_1027	ciona_repeat
autorepeat_1028	ciona_repeat
autorepeat_1029	ciona_repeat
HERVL40	LTR/ERVL  LTR40  24% div
ATMUN1	DNA/MuDR
ATMUN2	DNA/MuDR
L1_Fc	LINE/L1  4% div
Charlie2a	DNA/MER1_type  24-25% div
Charlie2b	DNA/MER1_type
1425	DNA
LTR33A	LTR/ERVL
ATCOPIA19LTR	LTR/Copia 
E_Q9Y739	ensembl7153/trans	POLYPROTEIN.
autorepeat_3710	ciona_repeat
autorepeat_3711	ciona_repeat
autorepeat_3712	ciona_repeat
autorepeat_3713	ciona_repeat
E_O44147	ensembl134516/trans	HYPOTHETICAL 44.0 KDA PROTEIN.
autorepeat_4370	ciona_repeat
autorepeat_3714	ciona_repeat
autorepeat_4371	ciona_repeat
autorepeat_3715	ciona_repeat
autorepeat_4372	ciona_repeat
autorepeat_3716	ciona_repeat
autorepeat_1030	ciona_repeat
197966..142255	DNA
autorepeat_4373	ciona_repeat
autorepeat_3717	ciona_repeat
autorepeat_1031	ciona_repeat
autorepeat_4374	ciona_repeat
autorepeat_3718	ciona_repeat
autorepeat_1032	ciona_repeat
autorepeat_4375	ciona_repeat
autorepeat_3719	ciona_repeat
autorepeat_4376	ciona_repeat
autorepeat_1033	ciona_repeat
ATHILA8ALTR	LTR/Gypsy
autorepeat_4377	ciona_repeat
autorepeat_1034	ciona_repeat
autorepeat_4378	ciona_repeat
autorepeat_1035	ciona_repeat
autorepeat_4379	ciona_repeat
autorepeat_1036	ciona_repeat
STALKER3_LTR	LTR/Gypsy
autorepeat_1037	ciona_repeat
autorepeat_1038	ciona_repeat
DME010298	DNA
autorepeat_1039	ciona_repeat
tRNA-Met-e	tRNA           
autorepeat_600	ciona_repeat
autorepeat_601	ciona_repeat
autorepeat_602	ciona_repeat
autorepeat_603	ciona_repeat
tRNA-Met-i	tRNA
autorepeat_604	ciona_repeat
autorepeat_605	ciona_repeat
autorepeat_606	ciona_repeat
autorepeat_607	ciona_repeat
autorepeat_608	ciona_repeat
S75830	DNA
autorepeat_609	ciona_repeat
autorepeat_3720	ciona_repeat
autorepeat_3721	ciona_repeat
autorepeat_3722	ciona_repeat
DMLTR3	LTR/Gypsy  D.melanogaster gypsy transposon sc1, 5' LTR.
autorepeat_3723	ciona_repeat
ATGP3LTR	LTR/Gypsy 
autorepeat_4380	ciona_repeat
autorepeat_3724	ciona_repeat
DMLTR5	LTR/Gypsy
autorepeat_4381	ciona_repeat
autorepeat_3725	ciona_repeat
autorepeat_4382	ciona_repeat
autorepeat_3726	ciona_repeat
autorepeat_1040	ciona_repeat
autorepeat_4383	ciona_repeat
autorepeat_3727	ciona_repeat
autorepeat_1041	ciona_repeat
autorepeat_4384	ciona_repeat
autorepeat_3728	ciona_repeat
176727..2700	DNA
autorepeat_4385	ciona_repeat
autorepeat_3729	ciona_repeat
autorepeat_1042	ciona_repeat
autorepeat_4386	ciona_repeat
autorepeat_1043	ciona_repeat
autorepeat_4387	ciona_repeat
autorepeat_1044	ciona_repeat
autorepeat_4388	ciona_repeat
autorepeat_1045	ciona_repeat
autorepeat_4389	ciona_repeat
autorepeat_1046	ciona_repeat
(CTAGG)n	Simple_repeat
autorepeat_1047	ciona_repeat
autorepeat_1048	ciona_repeat
ATSINE1	SINE
autorepeat_1049	ciona_repeat
ATSINE3	SINE
tRNA-Arg-CGY_	tRNA
ATSINE4	SINE
autorepeat_610	ciona_repeat
autorepeat_611	ciona_repeat
autorepeat_612	ciona_repeat
HERVL66	LTR/ERVL LTR66
autorepeat_613	ciona_repeat
autorepeat_614	ciona_repeat
HERVL68	LTR/ERVL  MER68 LTRs
autorepeat_615	ciona_repeat
Charlie4a	DNA/MER1_type (MER80)  23% div
autorepeat_616	ciona_repeat
autorepeat_617	ciona_repeat
autorepeat_618	ciona_repeat
autorepeat_619	ciona_repeat
DMSAT01	DNA
IAPLTR1_MM	LTR/ERVK
autorepeat_3730	ciona_repeat
DMSAT02	DNA
autorepeat_3731	ciona_repeat
DMSAT03	DNA
autorepeat_3732	ciona_repeat
DMSAT04	DNA
autorepeat_3733	ciona_repeat
DMSAT05	DNA
autorepeat_4390	ciona_repeat
autorepeat_3734	ciona_repeat
DMSAT06	DNA
autorepeat_4391	ciona_repeat
autorepeat_3735	ciona_repeat
autorepeat_4392	ciona_repeat
autorepeat_3736	ciona_repeat
autorepeat_1050	ciona_repeat
DMSAT07	DNA
autorepeat_4393	ciona_repeat
autorepeat_3737	ciona_repeat
DMSAT08	DNA
RCSAT1	Satellite/Frog (Rana catesbeiana)
autorepeat_4394	ciona_repeat
autorepeat_3738	ciona_repeat
autorepeat_1051	ciona_repeat
DMSAT09	DNA
70159	DNA
autorepeat_4395	ciona_repeat
autorepeat_3739	ciona_repeat
autorepeat_1052	ciona_repeat
autorepeat_4396	ciona_repeat
autorepeat_1053	ciona_repeat
autorepeat_4397	ciona_repeat
autorepeat_1054	ciona_repeat
182179..183818	DNA
autorepeat_4398	ciona_repeat
autorepeat_1055	ciona_repeat
autorepeat_4399	ciona_repeat
autorepeat_1056	ciona_repeat
autorepeat_1057	ciona_repeat
autorepeat_1058	ciona_repeat
autorepeat_1059	ciona_repeat
autorepeat_620	ciona_repeat
HERVL74	LTR/ERVL  MER74C LTRs 22% 
autorepeat_621	ciona_repeat
autorepeat_622	ciona_repeat
autorepeat_623	ciona_repeat
autorepeat_624	ciona_repeat
autorepeat_625	ciona_repeat
autorepeat_626	ciona_repeat
autorepeat_627	ciona_repeat
autorepeat_628	ciona_repeat
190194	DNA
autorepeat_629	ciona_repeat
autorepeat_3740	ciona_repeat
ATCOPIA18A_I	LTR/Copia
autorepeat_3741	ciona_repeat
autorepeat_3742	ciona_repeat
autorepeat_3743	ciona_repeat
autorepeat_3744	ciona_repeat
autorepeat_3745	ciona_repeat
autorepeat_3746	ciona_repeat
autorepeat_3747	ciona_repeat
autorepeat_1060	ciona_repeat
autorepeat_3748	ciona_repeat
autorepeat_1061	ciona_repeat
TRAM_LTR	LTR/PAO  D.miranda TRAM retrotransposon; long terminal repeat.
autorepeat_3749	ciona_repeat
autorepeat_1062	ciona_repeat
autorepeat_1063	ciona_repeat
autorepeat_1064	ciona_repeat
Trillian1	DNA/Tip100 (NIMBUS is another good name) partial coding region (ORF from 499-1212) is only 60% similar to transposases of members of the Tip100/Zaphod group of hAT eleemnts; 5% div., 8 bp duplications. (flyng profesor from Harry Potter; I know pretty weak, but hooch sounds just good)
autorepeat_1065	ciona_repeat
Trillian2	DNA/Tip100 17-18% kimura; internal deletion product. TIRs very similar to Trillian1.
autorepeat_1066	ciona_repeat
autorepeat_1067	ciona_repeat
autorepeat_1068	ciona_repeat
autorepeat_1069	ciona_repeat
autorepeat_630	ciona_repeat
ATCOPIA53LTR	LTR/Copia
autorepeat_631	ciona_repeat
autorepeat_632	ciona_repeat
autorepeat_633	ciona_repeat
autorepeat_634	ciona_repeat
autorepeat_635	ciona_repeat
autorepeat_636	ciona_repeat
autorepeat_637	ciona_repeat
autorepeat_638	ciona_repeat
gi|1480677|gb|U60879.1|AAU60879	DNA
autorepeat_639	ciona_repeat
LTR37A	LTR/ERV1 mer4 group  24% div
LTR37B	LTR/ERV1 mer4 group  24% div
autorepeat_3750	ciona_repeat
autorepeat_3751	ciona_repeat
autorepeat_3752	ciona_repeat
autorepeat_3753	ciona_repeat
(CAAAT)n	Simple_repeat
autorepeat_3754	ciona_repeat
autorepeat_3755	ciona_repeat
autorepeat_3756	ciona_repeat
autorepeat_3757	ciona_repeat
autorepeat_1070	ciona_repeat
181115..114141,67277..143782,190035..169142	DNA
autorepeat_3758	ciona_repeat
autorepeat_1071	ciona_repeat
autorepeat_3759	ciona_repeat
autorepeat_1072	ciona_repeat
LINE2C_CE	LINE/CR1
drr1000	Waterman
autorepeat_1073	ciona_repeat
drr1001	Waterman
autorepeat_1074	ciona_repeat
drr1002	Waterman
autorepeat_1075	ciona_repeat
drr1003	Waterman
autorepeat_1076	ciona_repeat
drr1004	Waterman
autorepeat_1077	ciona_repeat
drr1005	Waterman
autorepeat_1078	ciona_repeat
drr1006	Waterman
autorepeat_1079	ciona_repeat
drr1007	Waterman
drr1008	Waterman
drr1009	Waterman
autorepeat_640	ciona_repeat
autorepeat_641	ciona_repeat
autorepeat_642	ciona_repeat
autorepeat_643	ciona_repeat
autorepeat_644	ciona_repeat
autorepeat_645	ciona_repeat
autorepeat_646	ciona_repeat
autorepeat_647	ciona_repeat
autorepeat_648	ciona_repeat
autorepeat_649	ciona_repeat
LTR38B	LTR/ERV1 mer4 group  15%
DMSC13JUN	DNA
LTR38C	LTR/ERV1 12%
autorepeat_3760	ciona_repeat
autorepeat_3761	ciona_repeat
autorepeat_3762	ciona_repeat
autorepeat_3763	ciona_repeat
autorepeat_3764	ciona_repeat
autorepeat_3765	ciona_repeat
autorepeat_3766	ciona_repeat
autorepeat_3767	ciona_repeat
autorepeat_1080	ciona_repeat
autorepeat_3768	ciona_repeat
autorepeat_1081	ciona_repeat
autorepeat_3769	ciona_repeat
autorepeat_1082	ciona_repeat
drr1010	Waterman
autorepeat_1083	ciona_repeat
drr1011	Waterman
autorepeat_1084	ciona_repeat
drr1012	Waterman
autorepeat_1085	ciona_repeat
TIRANT_LTR	LTR/Gypsy  Long terminal repeat from D.melanogaster retrotransposon Tirant.
drr1013	Waterman
autorepeat_1086	ciona_repeat
Chaplin6_FR	DNA/MER1 Product of ORF 272-2164 is over 70% similar (over 583 AA) to the 'human' Charlie6 transposase; there are some 'subfamilies', some young (down to 2% div), some older;  multiple invasions or evolution in germline?
drr1014	Waterman
autorepeat_1087	ciona_repeat
drr1015	Waterman
autorepeat_1088	ciona_repeat
drr1016	Waterman
autorepeat_1089	ciona_repeat
drr1017	Waterman
drr1018	Waterman
drr1019	Waterman
GTWIN_I	LTR/Gypsy
autorepeat_650	ciona_repeat
autorepeat_651	ciona_repeat
autorepeat_652	ciona_repeat
autorepeat_653	ciona_repeat
autorepeat_654	ciona_repeat
autorepeat_655	ciona_repeat
autorepeat_656	ciona_repeat
autorepeat_657	ciona_repeat
autorepeat_658	ciona_repeat
autorepeat_659	ciona_repeat
REM2_XL	DNA
L1_MM	LINE/L1
autorepeat_3770	ciona_repeat
autorepeat_3771	ciona_repeat
autorepeat_3772	ciona_repeat
autorepeat_3773	ciona_repeat
autorepeat_3774	ciona_repeat
HsTc2	DNA/Tc2 (MER104) 25% 
autorepeat_3775	ciona_repeat
autorepeat_3776	ciona_repeat
autorepeat_3777	ciona_repeat
autorepeat_1090	ciona_repeat
autorepeat_3778	ciona_repeat
autorepeat_1091	ciona_repeat
autorepeat_3779	ciona_repeat
autorepeat_1092	ciona_repeat
drr1020	Waterman
autorepeat_1093	ciona_repeat
drr1021	Waterman
autorepeat_1094	ciona_repeat
drr1022	Waterman
autorepeat_1095	ciona_repeat
drr1023	Waterman
autorepeat_1096	ciona_repeat
drr1024	Waterman
autorepeat_1097	ciona_repeat
drr1025	Waterman
autorepeat_1098	ciona_repeat
drr1026	Waterman
autorepeat_1099	ciona_repeat
drr1027	Waterman
drr1028	Waterman
drr1029	Waterman
autorepeat_660	ciona_repeat
autorepeat_661	ciona_repeat
LTR2_CE	LTR
autorepeat_662	ciona_repeat
autorepeat_663	ciona_repeat
autorepeat_664	ciona_repeat
MER91A	DNA/Tip100
autorepeat_665	ciona_repeat
MER91B	DNA/Tip100
autorepeat_666	ciona_repeat
MER91C	DNA/Tip100
autorepeat_667	ciona_repeat
E_Q00067	ensembl12297/low_complexity	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_668	ciona_repeat
autorepeat_669	ciona_repeat
DIVER2	DNA
autorepeat_3780	ciona_repeat
autorepeat_3781	ciona_repeat
autorepeat_3782	ciona_repeat
autorepeat_3783	ciona_repeat
autorepeat_3784	ciona_repeat
autorepeat_3785	ciona_repeat
autorepeat_3786	ciona_repeat
Sushi_I	LTR/Gypsy (unchanged)
autorepeat_3787	ciona_repeat
autorepeat_3788	ciona_repeat
autorepeat_3789	ciona_repeat
drr1030	Waterman
drr1031	Waterman
drr1032	Waterman
drr1033	Waterman
drr1034	Waterman
drr1035	Waterman
drr1036	Waterman
ACCORD	DNA
drr1037	Waterman
tRNA-Phe-TTC	tRNA
drr1038	Waterman
drr1039	Waterman
autorepeat_670	ciona_repeat
autorepeat_671	ciona_repeat
autorepeat_672	ciona_repeat
autorepeat_673	ciona_repeat
MARINER3_CE	DNA/Mariner
autorepeat_674	ciona_repeat
MER92A	LTR/ERV1 mer4 group  20-21%
autorepeat_675	ciona_repeat
MER92B	LTR/ERV1 mer4 group  21%
autorepeat_676	ciona_repeat
MER92C	LTR/ERV1 mer4 group  20-21%
autorepeat_677	ciona_repeat
DM16883C	DNA
gi|11612460|gb|AF294473.1|AF294473	DNA
autorepeat_678	ciona_repeat
BS1_ZM_LTR	LTR
autorepeat_679	ciona_repeat
BGLII	LTR/ERVK 6bp duplications
POGO	DNA/Pogo  D.melanogaster DNA for transposable element pogoR11.
ATCOPIA3LTR	LTR/Copia 
autorepeat_3790	ciona_repeat
LTR2_DR	LTR/ERV
autorepeat_3791	ciona_repeat
autorepeat_3792	ciona_repeat
L1MCc_5end	LINE/L1
autorepeat_3793	ciona_repeat
